articleID,reportedValue,obtainedValue,valueType,percentageError,comparisonOutcome,eyeballCheck
11-12-2014 PS,10,10,n,0,MATCH,NA
11-12-2014 PS,61,61,n,0,MATCH,NA
11-12-2014 PS,16,16,n,0,MATCH,NA
11-12-2014 PS,26,26,n,0,MATCH,NA
11-12-2014 PS,71,71,n,0,MATCH,NA
11-12-2014 PS,37,37,n,0,MATCH,NA
11-12-2014 PS,1,1,df,0,MATCH,NA
11-12-2014 PS,132,132,n,0,MATCH,NA
11-12-2014 PS,6.77,6.77,x2,0,MATCH,NA
11-12-2014 PS,0.009,0.009,p,0,MATCH,NA
